global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
295, 2, 1, 99, 1, 1, 1, 0.99, 199, 66.3333
296, 3, 1, 99, 2, 1, 1, 0.99, 298, 74.5
297, 4, 1, 90, 0, 1, 1, 0.99, 388, 77.6
298, 5, 1, 99, 1, 1, 1, 0.99, 487, 81.1667
299, 6, 1, 90, 3, 1, 1, 0.99, 577, 82.4286
300, 7, 1, 130, 1, -1, -1, -1, 707, 101
301, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
302, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
303, 3, 0, 90, 2, 1, 1, 0.99, 280, 70
304, 4, 0, 90, 3, 1, 1, 0.99, 370, 74
305, 5, 0, 90, 0, 1, 1, 0.99, 460, 76.6667
306, 6, 0, 99, 1, 1, 1, 0.99, 559, 79.8571
307, 7, 0, 90, 1, 1, 1, 0.99, 649, 81.125
308, 8, 0, 90, 1, 1, 1, 0.99, 739, 82.1111
309, 9, 0, 90, 0, 1, 1, 0.99, 829, 82.9
310, 10, 0, 90, 3, 1, 1, 0.99, 919, 83.5455
311, 11, 0, 130, 1, -1, -1, -1, 1049, 95.3636
312, 1, 0, 100, 0, 1, 0, 0.99, 100, 50
313, 2, 0, 99, 1, 1, 1, 0.99, 199, 66.3333
314, 3, 0, 90, 0, 1, 1, 0.99, 289, 72.25
315, 4, 0, 90, 0, 1, 1, 0.99, 379, 75.8
316, 5, 0, 90, 2, 1, 1, 0.99, 469, 78.1667
317, 6, 0, 0, 1, -1, -1, -1, 469, 78.1667
318, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
319, 2, 2, 99, 3, 1, 1, 0.99, 199, 66.3333
320, 3, 2, 90, 0, 1, 1, 0.99, 289, 72.25
321, 4, 2, 99, 1, 1, 1, 0.99, 388, 77.6
322, 5, 2, 90, 3, 1, 1, 0.99, 478, 79.6667
323, 6, 2, 0, 1, -1, -1, -1, 478, 79.6667
324, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
325, 2, 0, 99, 0, 1, 1, 0.99, 199, 66.3333
326, 3, 0, 90, 3, 1, 1, 0.99, 289, 72.25
327, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
328, 1, 0, 100, 3, 1, 1, 0.99, 100, 50
329, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
330, 3, 0, 99, 1, 1, 1, 0.99, 289, 72.25
331, 4, 0, 90, 3, 1, 1, 0.99, 379, 75.8
332, 5, 0, 130, 1, -1, -1, -1, 509, 101.8
333, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
334, 2, 0, 99, 1, 1, 1, 0.99, 199, 66.3333
335, 3, 0, 90, 3, 1, 0, 0.99, 289, 72.25
336, 4, 0, 130, 1, -1, -1, -1, 419, 104.75
337, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
338, 2, 1, 99, 2, 1, 1, 0.99, 199, 66.3333
339, 3, 1, 90, 2, 1, 1, 0.99, 289, 72.25
340, 4, 1, 90, 3, 1, 1, 0.99, 379, 75.8
341, 5, 1, 90, 0, 1, 1, 0.99, 469, 78.1667
342, 6, 1, 99, 3, 1, 1, 0.99, 568, 81.1429
343, 7, 1, 130, 1, -1, -1, -1, 698, 99.7143
344, 1, 0, 100, 3, 1, 1, 0.99, 100, 50
345, 2, 0, 90, 1, 1, 1, 0.99, 190, 63.3333
346, 3, 2, 99, 2, 1, 1, 0.99, 289, 72.25
347, 4, 2, 90, 3, 1, 1, 0.99, 379, 75.8
348, 5, 2, 90, 3, 1, 1, 0.99, 469, 78.1667
349, 6, 2, 90, 1, 1, 1, 0.99, 559, 79.8571
350, 7, 2, 99, 3, 1, 1, 0.99, 658, 82.25
351, 8, 2, 90, 0, 1, 1, 0.99, 748, 83.1111
352, 9, 2, 99, 3, 1, 1, 0.99, 847, 84.7
353, 10, 2, 0, 1, -1, -1, -1, 847, 84.7
354, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
355, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
356, 3, 0, 90, 2, 1, 1, 0.99, 280, 70
357, 4, 0, 90, 3, 1, 1, 0.99, 370, 74
358, 5, 0, 90, 2, 1, 1, 0.99, 460, 76.6667
359, 6, 0, 90, 2, 1, 1, 0.99, 550, 78.5714
360, 7, 0, 90, 3, 1, 1, 0.99, 640, 80
361, 8, 0, 90, 1, 1, 1, 0.99, 730, 81.1111
362, 9, 1, 99, 1, 1, 1, 0.99, 829, 82.9
363, 10, 2, 99, 3, 1, 1, 0.99, 928, 84.3636
364, 11, 2, 90, 0, 1, 1, 0.99, 1018, 84.8333
365, 12, 2, 99, 2, 1, 1, 0.99, 1117, 85.9231
366, 13, 2, 0, 1, -1, -1, -1, 1117, 85.9231
367, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
368, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
369, 3, 0, 90, 1, 1, 1, 0.99, 280, 70
370, 4, 2, 99, 2, 1, 1, 0.99, 379, 75.8
371, 5, 2, 90, 3, 1, 1, 0.99, 469, 78.1667
372, 6, 2, 90, 0, 1, 1, 0.99, 559, 79.8571
373, 7, 2, 99, 1, 1, 1, 0.99, 658, 82.25
374, 8, 2, 90, 2, 1, 1, 0.99, 748, 83.1111
375, 9, 2, 0, 1, -1, -1, -1, 748, 83.1111
376, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
377, 2, 2, 99, 2, 1, 1, 0.99, 199, 66.3333
