global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward, end of game
240, 4, 0, 99, 0, 1, 1, 0.878025, 25194, 87.1765, 0
241, 5, 0, 90, 3, 1, 1, 0.877586, 25284, 87.1862, 1
242, 1, 0, 100, 1, 1, 1, 0.877147, 25384, 86.9315, 0
243, 2, 2, 99, 2, 1, 1, 0.876709, 25483, 86.9727, 0
244, 3, 2, 90, 2, 1, 1, 0.87627, 25573, 86.983, 0
245, 4, 2, 90, 2, 1, 1, 0.875832, 25663, 86.9932, 0
246, 5, 2, 90, 0, 1, 1, 0.875394, 25753, 87.0034, 0
247, 6, 2, 99, 2, 1, 1, 0.874956, 25852, 87.0438, 1
248, 1, 0, 100, 1, 1, 1, 0.874519, 26082, 87.2308, 0
249, 2, 2, 99, 0, 1, 1, 0.874082, 26181, 87.27, 0
250, 3, 2, 99, 3, 1, 0, 0.873645, 26280, 87.309, 1
251, 1, 0, 100, 0, 1, 1, 0.873208, 26510, 87.4917, 0
252, 2, 0, 99, 2, 1, 1, 0.872771, 26609, 87.5296, 1
253, 1, 0, 100, 1, 1, 1, 0.872335, 26709, 87.2843, 0
254, 2, 2, 99, 3, 1, 1, 0.871899, 26808, 87.3225, 0
255, 3, 2, 90, 2, 1, 1, 0.871463, 26898, 87.3312, 0
256, 4, 2, 90, 1, 1, 1, 0.871027, 26988, 87.3398, 0
257, 5, 1, 99, 0, 1, 1, 0.870591, 27087, 87.3774, 0
258, 6, 1, 99, 0, 1, 1, 0.870156, 27186, 87.4148, 0
259, 7, 1, 90, 1, 1, 1, 0.869721, 27276, 87.4231, 0
260, 8, 1, 90, 2, 1, 1, 0.869286, 27366, 87.4313, 1
261, 1, 0, 100, 1, 1, 0, 0.868852, 27466, 87.1937, 0
262, 2, 2, 99, 2, 1, 1, 0.868417, 27565, 87.231, 0
263, 3, 2, 90, 2, 1, 0, 0.867983, 27655, 87.2397, 0
264, 4, 2, 90, 0, 1, 1, 0.867549, 27745, 87.2484, 0
265, 5, 2, 99, 3, 1, 1, 0.867115, 27844, 87.2853, 1
266, 1, 0, 100, 1, 1, 1, 0.866682, 28074, 87.4579, 0
267, 2, 2, 99, 3, 1, 0, 0.866248, 28173, 87.4938, 0
268, 3, 2, 90, 1, 1, 1, 0.865815, 28263, 87.5015, 0
269, 4, 2, 99, 0, 1, 1, 0.865382, 28362, 87.537, 0
270, 5, 2, 99, 3, 1, 1, 0.86495, 28461, 87.5723, 1
271, 1, 0, 100, 1, 1, 1, 0.864517, 28561, 87.3425, 0
272, 2, 2, 99, 2, 1, 1, 0.864085, 28660, 87.378, 0
273, 3, 2, 90, 0, 1, 1, 0.863653, 28750, 87.386, 0
274, 4, 2, 99, 3, 1, 1, 0.863221, 28849, 87.4212, 1
275, 1, 0, 100, 1, 1, 1, 0.862789, 28949, 87.1958, 0
276, 2, 1, 99, 2, 1, 1, 0.862358, 29048, 87.2312, 0
277, 3, 1, 90, 0, 1, 1, 0.861927, 29138, 87.2395, 0
278, 4, 1, 99, 2, 1, 1, 0.861496, 29237, 87.2746, 1
279, 1, 0, 100, 2, 1, 1, 0.861065, 29467, 87.4392, 0
280, 2, 0, 90, 3, 1, 1, 0.860635, 29557, 87.4467, 0
281, 3, 0, 90, 3, 1, 1, 0.860204, 29647, 87.4543, 0
282, 4, 0, 90, 3, 1, 0, 0.859774, 29737, 87.4618, 0
283, 5, 0, 90, 0, 1, 1, 0.859344, 29827, 87.4692, 0
284, 6, 0, 99, 1, 1, 1, 0.858915, 29926, 87.5029, 0
285, 7, 0, 90, 1, 1, 1, 0.858485, 30016, 87.5102, 0
286, 8, 0, 90, 3, 1, 1, 0.858056, 30106, 87.5174, 1
287, 1, 0, 100, 2, 1, 1, 0.857627, 30206, 87.3006, 0
288, 2, 0, 90, 1, 1, 1, 0.857198, 30296, 87.3084, 0
289, 3, 2, 99, 2, 1, 1, 0.856769, 30395, 87.342, 0
290, 4, 2, 90, 0, 1, 1, 0.856341, 30485, 87.3496, 0
291, 5, 2, 99, 0, 1, 1, 0.855913, 30584, 87.3829, 0
292, 6, 2, 90, 0, 1, 1, 0.855485, 30674, 87.3903, 0
293, 7, 2, 90, 1, 1, 1, 0.855057, 30764, 87.3977, 0
294, 8, 2, 90, 1, 1, 1, 0.85463, 30854, 87.4051, 0
295, 9, 2, 90, 2, 1, 1, 0.854202, 30944, 87.4124, 1
296, 1, 0, 100, 2, 1, 1, 0.853775, 31044, 87.2022, 0
297, 2, 0, 90, 3, 1, 1, 0.853348, 31134, 87.2101, 0
298, 3, 0, 90, 2, 1, 0, 0.852922, 31224, 87.2179, 0
299, 4, 0, 90, 2, 1, 1, 0.852495, 31314, 87.2256, 0
300, 5, 0, 90, 0, 1, 1, 0.852069, 31404, 87.2333, 0
301, 6, 0, 99, 1, 1, 1, 0.851643, 31503, 87.2659, 0
302, 7, 0, 90, 1, 1, 1, 0.851217, 31593, 87.2735, 0
303, 8, 0, 90, 2, 1, 0, 0.850791, 31683, 87.281, 1
304, 1, 0, 100, 2, 1, 1, 0.850366, 31783, 87.0767, 0
305, 2, 0, 90, 3, 1, 1, 0.849941, 31873, 87.0847, 0
306, 3, 0, 90, 3, 1, 1, 0.849516, 31963, 87.0926, 0
307, 4, 0, 90, 1, 1, 1, 0.849091, 32053, 87.1005, 0
308, 5, 1, 99, 3, 1, 0, 0.848667, 32152, 87.1328, 0
309, 6, 1, 90, 3, 1, 1, 0.848242, 32242, 87.1405, 0
310, 7, 1, 90, 3, 1, 1, 0.847818, 32332, 87.1482, 0
311, 8, 1, 90, 2, 1, 1, 0.847394, 32422, 87.1559, 0
312, 9, 1, 90, 1, 1, 1, 0.846971, 32512, 87.1635, 0
313, 10, 2, 99, 2, 1, 1, 0.846547, 32611, 87.1952, 0
314, 11, 2, 90, 2, 1, 1, 0.846124, 32701, 87.2027, 0
315, 12, 2, 90, 1, 1, 1, 0.845701, 32791, 87.2101, 0
316, 13, 2, 99, 1, 1, 1, 0.845278, 32890, 87.2414, 0
317, 14, 2, 99, 0, 1, 0, 0.844855, 32989, 87.2725, 0
318, 15, 2, 99, 0, 1, 1, 0.844433, 33088, 87.3034, 0
319, 16, 2, 90, 2, 1, 1, 0.844011, 33178, 87.3105, 1
320, 1, 0, 100, 1, 1, 1, 0.843589, 33408, 87.4555, 0
321, 2, 2, 99, 1, 1, 1, 0.843167, 33507, 87.4856, 0
322, 3, 1, 99, 1, 1, 1, 0.842745, 33606, 87.5156, 0
323, 4, 2, 99, 2, 1, 0, 0.842324, 33705, 87.5455, 0
324, 5, 2, 90, 3, 1, 1, 0.841903, 33795, 87.5518, 0
325, 6, 2, 90, 0, 1, 1, 0.841482, 33885, 87.5581, 0
326, 7, 2, 99, 1, 1, 1, 0.841061, 33984, 87.5876, 0
327, 8, 2, 90, 2, 1, 0, 0.84064, 34074, 87.5938, 1
328, 1, 0, 100, 1, 1, 1, 0.84022, 34304, 87.734, 0
329, 2, 2, 99, 3, 1, 1, 0.8398, 34403, 87.7628, 0
330, 3, 2, 90, 0, 1, 1, 0.83938, 34493, 87.7684, 0
331, 4, 2, 99, 3, 1, 1, 0.83896, 34592, 87.797, 1
332, 1, 0, 100, 2, 1, 0, 0.838541, 34692, 87.6061, 0
333, 2, 0, 90, 0, 1, 1, 0.838122, 34782, 87.6121, 0
334, 3, 0, 99, 1, 1, 1, 0.837703, 34881, 87.6407, 0
335, 4, 0, 90, 3, 1, 0, 0.837284, 34971, 87.6466, 1
336, 1, 0, 100, 1, 1, 1, 0.836865, 35201, 87.783, 0
337, 2, 1, 99, 0, 1, 1, 0.836447, 35300, 87.8109, 0
338, 3, 1, 99, 2, 1, 1, 0.836028, 35399, 87.8387, 1
339, 1, 0, 100, 0, 1, 1, 0.83561, 35629, 87.9728, 0
340, 2, 0, 99, 2, 1, 1, 0.835193, 35728, 88, 1
341, 1, 0, 100, 0, 1, 0, 0.834775, 35828, 87.8137, 0
342, 2, 0, 99, 3, 1, 1, 0.834358, 35927, 87.8411, 1
343, 1, 0, 100, 3, 1, 1, 0.83394, 36027, 87.6569, 0
344, 2, 0, 90, 1, 1, 0, 0.833524, 36117, 87.6626, 0
345, 3, 2, 99, 0, 1, 1, 0.833107, 36216, 87.6901, 0
346, 4, 2, 99, 2, 1, 1, 0.83269, 36315, 87.7174, 1
347, 1, 0, 100, 1, 1, 1, 0.832274, 36545, 87.8486, 0
348, 2, 2, 99, 2, 1, 1, 0.831858, 36644, 87.8753, 0
349, 3, 2, 90, 3, 1, 1, 0.831442, 36734, 87.8804, 0
350, 4, 2, 90, 0, 1, 1, 0.831026, 36824, 87.8854, 0
351, 5, 2, 99, 2, 1, 1, 0.830611, 36923, 87.9119, 1
352, 1, 0, 100, 1, 1, 0, 0.830195, 37153, 88.0403, 0
353, 2, 2, 99, 1, 1, 1, 0.82978, 37252, 88.0662, 0
