cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
448, 8, 0, 0, 1, 1, 0.999, 415, 4.15
449, 8, 0, 3, 1, 1, 0.999, 415, 4.10891
450, 10, 9, 0, 1, 1, 0.999, 424, 4.15686
451, 10, 0, 1, 1, 1, 0.999, 424, 4.1165
452, 8, 9, 0, 1, 1, 0.999, 433, 4.16346
453, 8, 0, 3, 1, 1, 0.999, 433, 4.12381
454, 10, 9, 0, 1, 1, 0.999, 442, 4.16981
455, 10, 0, 2, 1, 1, 0.999, 442, 4.13084
456, 10, 0, 2, 1, 1, 0.999, 442, 4.09259
457, 10, 0, 0, 1, 1, 0.999, 442, 4.05505
458, 10, 0, 2, 1, 1, 0.999, 442, 4.01818
459, 10, 0, 3, 1, 1, 0.999, 442, 3.98198
460, 9, 9, 2, 1, 1, 0.999, 451, 4.02679
461, 5, 9, 1, 1, 1, 0.999, 460, 4.0708
462, 5, 0, 1, 1, 1, 0.999, 460, 4.03509
463, 5, 0, 0, 1, 1, 0.999, 460, 4
464, 9, 9, 3, 1, 1, 0.999, 469, 4.0431
465, 9, 0, 0, 1, 1, 0.999, 469, 4.00855
466, 9, 0, 0, 1, 1, 0.999, 469, 3.97458
467, 9, 0, 3, 1, 1, 0.999, 469, 3.94118
468, 9, 0, 0, 1, 1, 0.999, 469, 3.90833
469, 9, 0, 1, 1, 1, 0.999, 469, 3.87603
470, 10, 9, 1, 1, 1, 0.999, 478, 3.91803
471, 8, 9, 0, 1, 1, 0.999, 487, 3.95935
472, 8, 0, 2, 1, 1, 0.999, 487, 3.92742
473, 5, 9, 0, 1, 1, 0.999, 496, 3.968
474, 8, 9, 0, 1, 1, 0.999, 505, 4.00794
475, 8, 0, 2, 1, 1, 0.999, 505, 3.97638
476, 5, 9, 0, 1, 1, 0.999, 514, 4.01562
477, 8, 9, 1, 1, 1, 0.999, 523, 4.05426
478, 10, 9, 0, 1, 1, 0.999, 532, 4.09231
479, 10, 0, 3, 1, 1, 0.999, 532, 4.06107
480, 8, 9, 1, 1, 1, 0.999, 541, 4.09848
481, 10, 9, 3, 1, 1, 0.999, 550, 4.13534
482, 8, 9, 0, 1, 1, 0.999, 559, 4.17164
483, 8, 0, 3, 1, 1, 0.999, 559, 4.14074
484, 10, 9, 1, 1, 1, 0.999, 568, 4.17647
485, 8, 9, 1, 1, 1, 0.999, 577, 4.21168
486, 10, 9, 3, 1, 1, 0.999, 586, 4.24638
487, 8, 9, 1, 1, 1, 0.999, 595, 4.28058
488, 10, 9, 3, 1, 1, 0.999, 604, 4.31429
489, 8, 9, 2, 1, 1, 0.999, 613, 4.34752
490, 5, 9, 0, 1, 1, 0.999, 622, 4.38028
491, 8, 9, 1, 1, 1, 0.999, 631, 4.41259
492, 10, 9, 0, 1, 1, 0.999, 640, 4.44444
493, 10, 0, 2, 1, 1, 0.999, 640, 4.41379
494, 10, 0, 3, 1, 1, 0.999, 640, 4.38356
495, 8, 9, 0, 1, 1, 0.999, 649, 4.41497
496, 8, 0, 1, 1, 1, 0.999, 649, 4.38514
497, 10, 9, 3, 1, 1, 0.999, 658, 4.41611
498, 8, 9, 2, 1, 1, 0.999, 667, 4.44667
499, 5, 9, 2, 1, 1, 0.999, 676, 4.47682
500, 7, 20, 1, -1, -1, -1, 696, 4.60927
501, 10, 10, 2, 1, 1, 0.999, 10, 5
502, 10, 0, 1, 1, 1, 0.999, 10, 3.33333
503, 8, 9, 2, 1, 1, 0.999, 19, 4.75
504, 5, 9, 3, 1, 1, 0.999, 28, 5.6
505, 5, 0, 0, 1, 1, 0.999, 28, 4.66667
506, 8, 9, 0, 1, 1, 0.999, 37, 5.28571
507, 8, 0, 3, 1, 1, 0.999, 37, 4.625
508, 10, 9, 1, 1, 1, 0.999, 46, 5.11111
509, 8, 9, 3, 1, 1, 0.999, 55, 5.5
510, 10, 9, 0, 1, 1, 0.999, 64, 5.81818
511, 10, 0, 0, 1, 1, 0.999, 64, 5.33333
512, 10, 0, 3, 1, 1, 0.999, 64, 4.92308
513, 9, 9, 0, 1, 1, 0.999, 73, 5.21429
514, 9, 0, 3, 1, 1, 0.999, 73, 4.86667
515, 9, 0, 0, 1, 1, 0.999, 73, 4.5625
516, 9, 0, 1, 1, 1, 0.999, 73, 4.29412
517, 10, 9, 1, 1, 1, 0.999, 82, 4.55556
518, 8, 9, 0, 1, 1, 0.999, 91, 4.78947
519, 8, 0, 1, 1, 1, 0.999, 91, 4.55
520, 10, 9, 0, 1, 1, 0.999, 100, 4.7619
521, 10, 0, 1, 1, 1, 0.999, 100, 4.54545
522, 12, 9, 1, 1, 1, 0.999, 109, 4.73913
523, 12, 0, 1, 1, 1, 0.999, 109, 4.54167
524, 12, 0, 0, 1, 1, 0.999, 109, 4.36
525, 12, 0, 1, 1, 1, 0.999, 109, 4.19231
526, 12, 0, 3, 1, 1, 0.999, 109, 4.03704
527, 10, 9, 1, 1, 1, 0.999, 118, 4.21429
528, 12, 9, 3, 1, 1, 0.999, 127, 4.37931
529, 10, 9, 1, 1, 1, 0.999, 136, 4.53333
530, 12, 9, 0, 1, 1, 0.999, 145, 4.67742
531, 12, 0, 0, 1, 1, 0.999, 145, 4.53125
532, 12, 0, 0, 1, 1, 0.999, 145, 4.39394
533, 12, 0, 0, 1, 1, 0.999, 145, 4.26471
534, 12, 0, 1, 1, 1, 0.999, 145, 4.14286
535, 12, 0, 3, 1, 1, 0.999, 145, 4.02778
536, 10, 9, 2, 1, 1, 0.999, 154, 4.16216
537, 10, 0, 2, 1, 1, 0.999, 154, 4.05263
538, 10, 0, 1, 1, 1, 0.999, 154, 3.94872
539, 12, 9, 2, 1, 1, 0.999, 163, 4.075
540, 5, 9, 0, 1, 1, 0.999, 172, 4.19512
541, 12, 9, 2, 1, 1, 0.999, 181, 4.30952
542, 5, 9, 2, 1, 1, 0.999, 190, 4.4186
543, 7, 9, 1, 1, 1, 0.999, 199, 4.52273
544, 7, 0, 1, 1, 1, 0.999, 199, 4.42222
545, 7, 0, 0, 1, 1, 0.999, 199, 4.32609
546, 5, 9, 0, 1, 1, 0.999, 208, 4.42553
547, 12, 9, 0, 1, 1, 0.999, 217, 4.52083
548, 12, 0, 1, 1, 1, 0.999, 217, 4.42857
549, 12, 0, 0, 1, 1, 0.999, 217, 4.34
550, 12, 0, 2, 1, 1, 0.999, 217, 4.2549
551, 5, 9, 0, 1, 1, 0.999, 226, 4.34615
552, 12, 9, 0, 1, 1, 0.999, 235, 4.43396
553, 12, 0, 0, 1, 1, 0.999, 235, 4.35185
554, 12, 0, 1, 1, 1, 0.999, 235, 4.27273
555, 12, 0, 3, 1, 1, 0.999, 235, 4.19643
556, 10, 9, 3, 1, 1, 0.999, 244, 4.2807
557, 8, 9, 0, 1, 1, 0.999, 253, 4.36207
558, 8, 0, 1, 1, 1, 0.999, 253, 4.28814
559, 10, 9, 2, 1, 1, 0.999, 262, 4.36667
560, 10, 0, 0, 1, 1, 0.999, 262, 4.29508
561, 10, 0, 0, 1, 1, 0.999, 262, 4.22581
562, 10, 0, 2, 1, 1, 0.999, 262, 4.15873
563, 10, 0, 0, 1, 1, 0.999, 262, 4.09375
564, 10, 0, 1, 1, 1, 0.999, 262, 4.03077
565, 12, 9, 2, 1, 1, 0.999, 271, 4.10606
566, 5, 9, 0, 1, 1, 0.999, 280, 4.1791
567, 12, 9, 3, 1, 1, 0.999, 289, 4.25
568, 10, 9, 0, 1, 1, 0.999, 298, 4.31884
569, 10, 0, 3, 1, 0, 0.999, 298, 4.25714
570, 8, 9, 1, 1, 1, 0.999, 307, 4.32394
571, 10, 9, 3, 1, 1, 0.999, 316, 4.38889
572, 8, 9, 0, 1, 1, 0.999, 325, 4.45205
573, 8, 0, 3, 1, 1, 0.999, 325, 4.39189
574, 10, 9, 1, 1, 1, 0.999, 334, 4.45333
575, 8, 9, 1, 1, 1, 0.999, 343, 4.51316
576, 10, 9, 1, 1, 1, 0.999, 352, 4.57143
577, 12, 9, 1, 1, 1, 0.999, 361, 4.62821
578, 12, 0, 1, 1, 1, 0.999, 361, 4.56962
579, 12, 0, 1, 1, 1, 0.999, 361, 4.5125
580, 12, 0, 2, 1, 1, 0.999, 361, 4.45679
581, 5, 9, 0, 1, 1, 0.999, 370, 4.5122
582, 12, 9, 3, 1, 1, 0.999, 379, 4.56627
583, 10, 9, 2, 1, 1, 0.999, 388, 4.61905
584, 10, 0, 1, 1, 1, 0.999, 388, 4.56471
585, 12, 9, 2, 1, 1, 0.999, 397, 4.61628
586, 5, 9, 1, 1, 1, 0.999, 406, 4.66667
587, 5, 0, 2, 1, 1, 0.999, 406, 4.61364
588, 7, 9, 1, 1, 1, 0.999, 415, 4.66292
589, 7, 0, 2, 1, 1, 0.999, 415, 4.61111
590, 7, 0, 2, 1, 1, 0.999, 415, 4.56044
591, 7, 0, 2, 1, 1, 0.999, 415, 4.51087
592, 7, 0, 1, 1, 1, 0.999, 415, 4.46237
593, 7, 0, 3, 1, 1, 0.999, 415, 4.41489
594, 7, 0, 2, 1, 1, 0.999, 415, 4.36842
595, 7, 0, 0, 1, 1, 0.999, 415, 4.32292
596, 5, 9, 3, 1, 1, 0.999, 424, 4.37113
597, 5, 0, 0, 1, 1, 0.999, 424, 4.32653
598, 12, 9, 0, 1, 1, 0.999, 433, 4.37374
599, 12, 0, 0, 1, 1, 0.999, 433, 4.33
600, 12, 0, 1, 1, 1, 0.999, 433, 4.28713
601, 12, 0, 0, 1, 1, 0.999, 433, 4.2451
602, 12, 0, 3, 1, 1, 0.999, 433, 4.20388
603, 10, 9, 3, 1, 1, 0.999, 442, 4.25
604, 8, 9, 3, 1, 1, 0.999, 451, 4.29524
605, 10, 9, 3, 1, 1, 0.999, 460, 4.33962
606, 9, 9, 0, 1, 1, 0.999, 469, 4.38318
607, 9, 0, 0, 1, 1, 0.999, 469, 4.34259
608, 9, 0, 2, 1, 1, 0.999, 469, 4.30275
609, 5, 9, 0, 1, 1, 0.999, 478, 4.34545
610, 9, 9, 3, 1, 1, 0.999, 487, 4.38739
611, 9, 0, 0, 1, 1, 0.999, 487, 4.34821
612, 9, 0, 1, 1, 1, 0.999, 487, 4.30973
613, 10, 9, 0, 1, 1, 0.999, 496, 4.35088
614, 10, 0, 3, 1, 1, 0.999, 496, 4.31304
615, 9, 9, 3, 1, 1, 0.999, 505, 4.35345
616, 9, 0, 2, 1, 1, 0.999, 505, 4.31624
617, 5, 9, 2, 1, 1, 0.999, 514, 4.35593
618, 7, 9, 1, 1, 1, 0.999, 523, 4.39496
619, 7, 0, 2, 1, 1, 0.999, 523, 4.35833
620, 7, 0, 2, 1, 1, 0.999, 523, 4.32231
621, 7, 0, 1, 1, 1, 0.999, 523, 4.28689
622, 7, 0, 3, 1, 1, 0.999, 523, 4.25203
623, 7, 0, 0, 1, 1, 0.999, 523, 4.21774
624, 5, 9, 0, 1, 1, 0.999, 532, 4.256
625, 9, 9, 1, 1, 1, 0.999, 541, 4.29365
626, 10, 9, 1, 1, 1, 0.999, 550, 4.33071
627, 8, 9, 1, 1, 1, 0.999, 559, 4.36719
628, 10, 9, 2, 1, 1, 0.999, 568, 4.4031
629, 10, 0, 1, 1, 1, 0.999, 568, 4.36923
630, 12, 9, 2, 1, 1, 0.999, 577, 4.40458
631, 5, 9, 2, 1, 1, 0.999, 586, 4.43939
632, 7, 9, 0, 1, 1, 0.999, 595, 4.47368
633, 5, 9, 2, 1, 1, 0.999, 604, 4.50746
634, 7, 9, 2, 1, 1, 0.999, 613, 4.54074
635, 7, 0, 2, 1, 1, 0.999, 613, 4.50735
636, 7, 0, 2, 1, 1, 0.999, 613, 4.47445
637, 7, 0, 3, 1, 1, 0.999, 613, 4.44203
638, 7, 0, 1, 1, 1, 0.999, 613, 4.41007
639, 7, 0, 3, 1, 1, 0.999, 613, 4.37857
640, 7, 0, 3, 1, 1, 0.999, 613, 4.34752
641, 7, 0, 1, 1, 1, 0.999, 613, 4.3169
642, 7, 0, 2, 1, 1, 0.999, 613, 4.28671
643, 7, 0, 0, 1, 1, 0.999, 613, 4.25694
644, 5, 9, 0, 1, 1, 0.999, 622, 4.28966
645, 12, 9, 1, 1, 1, 0.999, 631, 4.32192
646, 12, 0, 1, 1, 1, 0.999, 631, 4.29252
647, 12, 0, 0, 1, 1, 0.999, 631, 4.26351
648, 12, 0, 0, 1, 1, 0.999, 631, 4.2349
649, 12, 0, 3, 1, 1, 0.999, 631, 4.20667
650, 10, 9, 3, 1, 1, 0.999, 640, 4.23841
651, 8, 9, 2, 1, 1, 0.999, 649, 4.26974
652, 5, 9, 0, 1, 1, 0.999, 658, 4.30065
653, 8, 9, 2, 1, 1, 0.999, 667, 4.33117
654, 5, 9, 0, 1, 1, 0.999, 676, 4.36129
655, 8, 9, 3, 1, 1, 0.999, 685, 4.39103
656, 10, 9, 2, 1, 1, 0.999, 694, 4.42038
657, 10, 0, 1, 1, 1, 0.999, 694, 4.39241
658, 8, 9, 2, 1, 1, 0.999, 703, 4.42138
659, 5, 9, 0, 1, 1, 0.999, 712, 4.45
660, 8, 9, 2, 1, 1, 0.999, 721, 4.47826
661, 5, 9, 2, 1, 1, 0.999, 730, 4.50617
662, 7, 20, 1, -1, -1, -1, 750, 4.62963
663, 10, 10, 1, 1, 1, 0.999, 10, 5
664, 8, 9, 1, 1, 1, 0.999, 19, 6.33333
665, 10, 9, 0, 1, 1, 0.999, 28, 7
666, 10, 0, 3, 1, 1, 0.999, 28, 5.6
667, 8, 9, 1, 1, 1, 0.999, 37, 6.16667
668, 10, 9, 0, 1, 1, 0.999, 46, 6.57143
669, 10, 0, 3, 1, 1, 0.999, 46, 5.75
670, 8, 9, 3, 1, 1, 0.999, 55, 6.11111
671, 10, 9, 0, 1, 1, 0.999, 64, 6.4
672, 10, 0, 3, 1, 1, 0.999, 64, 5.81818
673, 9, 9, 2, 1, 1, 0.999, 73, 6.08333
674, 5, 9, 2, 1, 1, 0.999, 82, 6.30769
675, 7, 9, 1, 1, 1, 0.999, 91, 6.5
676, 7, 0, 3, 1, 1, 0.999, 91, 6.06667
677, 7, 0, 0, 1, 1, 0.999, 91, 5.6875
678, 5, 9, 3, 1, 1, 0.999, 100, 5.88235
679, 5, 0, 3, 1, 1, 0.999, 100, 5.55556
680, 5, 0, 2, 1, 1, 0.999, 100, 5.26316
681, 7, 9, 0, 1, 1, 0.999, 109, 5.45
682, 5, 9, 3, 1, 1, 0.999, 118, 5.61905
683, 5, 0, 2, 1, 1, 0.999, 118, 5.36364
684, 7, 9, 2, 1, 1, 0.999, 127, 5.52174
685, 7, 0, 3, 1, 1, 0.999, 127, 5.29167
686, 7, 0, 1, 1, 1, 0.999, 127, 5.08
687, 7, 0, 3, 1, 1, 0.999, 127, 4.88462
688, 7, 0, 2, 1, 1, 0.999, 127, 4.7037
689, 7, 0, 1, 1, 1, 0.999, 127, 4.53571
690, 7, 0, 2, 1, 1, 0.999, 127, 4.37931
691, 7, 0, 3, 1, 1, 0.999, 127, 4.23333
692, 7, 0, 2, 1, 1, 0.999, 127, 4.09677
693, 7, 0, 3, 1, 1, 0.999, 127, 3.96875
694, 7, 0, 0, 1, 1, 0.999, 127, 3.84848
695, 5, 9, 1, 1, 1, 0.999, 136, 4
696, 5, 0, 2, 1, 1, 0.999, 136, 3.88571
697, 7, 9, 3, 1, 1, 0.999, 145, 4.02778
698, 7, 0, 2, 1, 1, 0.999, 145, 3.91892
699, 7, 0, 2, 1, 1, 0.999, 145, 3.81579
700, 7, 0, 3, 1, 1, 0.999, 145, 3.71795
701, 7, 0, 2, 1, 1, 0.999, 145, 3.625
702, 7, 0, 0, 1, 1, 0.999, 145, 3.53659
703, 5, 9, 0, 1, 1, 0.999, 154, 3.66667
704, 9, 9, 3, 1, 1, 0.999, 163, 3.7907
705, 9, 0, 3, 1, 1, 0.999, 163, 3.70455
706, 9, 0, 0, 1, 1, 0.999, 163, 3.62222
707, 9, 0, 2, 1, 1, 0.999, 163, 3.54348
708, 5, 9, 1, 1, 1, 0.999, 172, 3.65957
709, 5, 0, 3, 1, 1, 0.999, 172, 3.58333
710, 5, 0, 0, 1, 1, 0.999, 172, 3.5102
711, 9, 9, 3, 1, 1, 0.999, 181, 3.62
712, 9, 0, 1, 1, 1, 0.999, 181, 3.54902
713, 10, 9, 0, 1, 1, 0.999, 190, 3.65385
714, 10, 0, 3, 1, 1, 0.999, 190, 3.58491
715, 9, 9, 3, 1, 1, 0.999, 199, 3.68519
716, 9, 0, 3, 1, 1, 0.999, 199, 3.61818
717, 9, 0, 2, 1, 1, 0.999, 199, 3.55357
718, 5, 9, 3, 1, 1, 0.999, 208, 3.64912
719, 5, 0, 2, 1, 1, 0.999, 208, 3.58621
720, 7, 9, 0, 1, 1, 0.999, 217, 3.67797
721, 5, 9, 3, 1, 1, 0.999, 226, 3.76667
722, 5, 0, 3, 1, 1, 0.999, 226, 3.70492
723, 5, 0, 2, 1, 1, 0.999, 226, 3.64516
724, 7, 9, 3, 1, 1, 0.999, 235, 3.73016
725, 7, 0, 1, 1, 1, 0.999, 235, 3.67188
726, 7, 0, 1, 1, 1, 0.999, 235, 3.61538
727, 7, 0, 1, 1, 1, 0.999, 235, 3.56061
728, 7, 0, 2, 1, 1, 0.999, 235, 3.50746
729, 7, 0, 1, 1, 1, 0.999, 235, 3.45588
730, 7, 0, 0, 1, 1, 0.999, 235, 3.4058
731, 5, 9, 0, 1, 1, 0.999, 244, 3.48571
732, 9, 9, 2, 1, 1, 0.999, 253, 3.56338
733, 5, 9, 0, 1, 1, 0.999, 262, 3.63889
734, 9, 9, 2, 1, 1, 0.999, 271, 3.71233
735, 5, 9, 3, 1, 1, 0.999, 280, 3.78378
736, 5, 0, 0, 1, 1, 0.999, 280, 3.73333
737, 9, 9, 3, 1, 1, 0.999, 289, 3.80263
738, 9, 0, 0, 1, 1, 0.999, 289, 3.75325
739, 9, 0, 0, 1, 1, 0.999, 289, 3.70513
740, 9, 0, 3, 1, 1, 0.999, 289, 3.65823
741, 9, 0, 2, 1, 1, 0.999, 289, 3.6125
742, 5, 9, 2, 1, 1, 0.999, 298, 3.67901
743, 7, 9, 3, 1, 1, 0.999, 307, 3.7439
744, 7, 0, 1, 1, 1, 0.999, 307, 3.6988
745, 7, 0, 2, 1, 1, 0.999, 307, 3.65476
746, 7, 0, 1, 1, 1, 0.999, 307, 3.61176
747, 7, 0, 2, 1, 1, 0.999, 307, 3.56977
748, 7, 0, 2, 1, 1, 0.999, 307, 3.52874
749, 7, 0, 1, 1, 1, 0.999, 307, 3.48864
750, 7, 0, 0, 1, 1, 0.999, 307, 3.44944
751, 5, 9, 2, 1, 1, 0.999, 316, 3.51111
752, 7, 9, 3, 1, 1, 0.999, 325, 3.57143
753, 7, 0, 0, 1, 1, 0.999, 325, 3.53261
754, 5, 9, 3, 1, 1, 0.999, 334, 3.5914
755, 5, 0, 2, 1, 1, 0.999, 334, 3.55319
756, 7, 9, 1, 1, 1, 0.999, 343, 3.61053
757, 7, 0, 2, 1, 1, 0.999, 343, 3.57292
758, 7, 0, 0, 1, 1, 0.999, 343, 3.53608
759, 5, 9, 0, 1, 1, 0.999, 352, 3.59184
760, 9, 9, 2, 1, 1, 0.999, 361, 3.64646
761, 5, 9, 3, 1, 1, 0.999, 370, 3.7
762, 5, 0, 1, 1, 1, 0.999, 370, 3.66337
763, 5, 0, 3, 1, 1, 0.999, 370, 3.62745
764, 5, 0, 3, 1, 1, 0.999, 370, 3.59223
765, 5, 0, 3, 1, 1, 0.999, 370, 3.55769
766, 5, 0, 2, 1, 1, 0.999, 370, 3.52381
767, 7, 9, 0, 1, 1, 0.999, 379, 3.57547
768, 5, 9, 3, 1, 1, 0.999, 388, 3.62617
769, 5, 0, 1, 1, 1, 0.999, 388, 3.59259
770, 5, 0, 0, 1, 1, 0.999, 388, 3.55963
771, 9, 9, 0, 1, 1, 0.999, 397, 3.60909
772, 9, 0, 0, 1, 1, 0.999, 397, 3.57658
773, 9, 0, 1, 1, 1, 0.999, 397, 3.54464
774, 10, 9, 0, 1, 1, 0.999, 406, 3.59292
775, 10, 0, 1, 1, 1, 0.999, 406, 3.5614
776, 8, 9, 0, 1, 1, 0.999, 415, 3.6087
777, 8, 0, 2, 1, 1, 0.999, 415, 3.57759
778, 5, 9, 2, 1, 1, 0.999, 424, 3.62393
779, 7, 20, 1, -1, -1, -1, 444, 3.79487
780, 10, 10, 1, 1, 1, 0.999, 10, 5
781, 8, 9, 2, 1, 1, 0.999, 19, 6.33333
782, 5, 9, 2, 1, 1, 0.999, 28, 7
783, 7, 20, 1, -1, -1, -1, 48, 12
784, 10, 10, 2, 1, 1, 0.999, 10, 5
785, 10, 0, 2, 1, 1, 0.999, 10, 3.33333
786, 10, 0, 3, 1, 1, 0.999, 10, 2.5
787, 9, 9, 0, 1, 1, 0.999, 19, 3.8
788, 9, 0, 2, 1, 1, 0.999, 19, 3.16667
789, 5, 9, 1, 1, 1, 0.999, 28, 4
790, 5, 0, 0, 1, 1, 0.999, 28, 3.5
791, 9, 9, 2, 1, 1, 0.999, 37, 4.11111
792, 5, 9, 0, 1, 1, 0.999, 46, 4.6
793, 9, 9, 3, 1, 1, 0.999, 55, 5
794, 9, 0, 1, 1, 1, 0.999, 55, 4.58333
795, 10, 9, 2, 1, 1, 0.999, 64, 4.92308
796, 10, 0, 2, 1, 1, 0.999, 64, 4.57143
797, 10, 0, 1, 1, 1, 0.999, 64, 4.26667
798, 8, 9, 3, 1, 1, 0.999, 73, 4.5625
799, 10, 9, 1, 1, 1, 0.999, 82, 4.82353
800, 8, 9, 2, 1, 1, 0.999, 91, 5.05556
801, 5, 9, 0, 1, 1, 0.999, 100, 5.26316
802, 8, 9, 2, 1, 1, 0.999, 109, 5.45
803, 5, 9, 0, 1, 1, 0.999, 118, 5.61905
804, 8, 9, 1, 1, 1, 0.999, 127, 5.77273
805, 10, 9, 3, 1, 1, 0.999, 136, 5.91304
806, 8, 9, 1, 1, 1, 0.999, 145, 6.04167
807, 10, 9, 2, 1, 1, 0.999, 154, 6.16
808, 10, 0, 2, 1, 1, 0.999, 154, 5.92308
809, 10, 0, 2, 1, 1, 0.999, 154, 5.7037
810, 10, 0, 2, 1, 1, 0.999, 154, 5.5
811, 10, 0, 2, 1, 1, 0.999, 154, 5.31034
812, 10, 0, 3, 1, 1, 0.999, 154, 5.13333
813, 8, 9, 1, 1, 1, 0.999, 163, 5.25806
814, 10, 9, 3, 1, 1, 0.999, 172, 5.375
815, 8, 9, 0, 1, 1, 0.999, 181, 5.48485
816, 8, 0, 2, 1, 1, 0.999, 181, 5.32353
817, 5, 9, 2, 1, 1, 0.999, 190, 5.42857
818, 7, 20, 1, -1, -1, -1, 210, 6
819, 10, 10, 1, 1, 1, 0.999, 10, 5
820, 8, 9, 2, 1, 1, 0.999, 19, 6.33333
821, 5, 9, 1, 1, 1, 0.999, 28, 7
822, 5, 0, 0, 1, 1, 0.999, 28, 5.6
823, 8, 9, 3, 1, 1, 0.999, 37, 6.16667
824, 10, 9, 3, 1, 1, 0.999, 46, 6.57143
825, 9, 9, 3, 1, 1, 0.999, 55, 6.875
826, 9, 0, 1, 1, 0, 0.999, 55, 6.11111
827, 10, 9, 3, 1, 1, 0.999, 64, 6.4
828, 9, 9, 0, 1, 1, 0.999, 73, 6.63636
829, 9, 0, 0, 1, 1, 0.999, 73, 6.08333
830, 9, 0, 0, 1, 1, 0.999, 73, 5.61538
831, 9, 0, 3, 1, 1, 0.999, 73, 5.21429
832, 9, 0, 1, 1, 1, 0.999, 73, 4.86667
833, 10, 9, 0, 1, 1, 0.999, 82, 5.125
834, 10, 0, 3, 1, 1, 0.999, 82, 4.82353
835, 9, 9, 2, 1, 1, 0.999, 91, 5.05556
836, 5, 9, 0, 1, 1, 0.999, 100, 5.26316
837, 9, 9, 1, 1, 1, 0.999, 109, 5.45
838, 10, 9, 0, 1, 1, 0.999, 118, 5.61905
839, 10, 0, 3, 1, 1, 0.999, 118, 5.36364
840, 9, 9, 0, 1, 1, 0.999, 127, 5.52174
841, 9, 0, 3, 1, 1, 0.999, 127, 5.29167
842, 9, 0, 1, 1, 1, 0.999, 127, 5.08
843, 10, 9, 1, 1, 1, 0.999, 136, 5.23077
844, 8, 9, 0, 1, 1, 0.999, 145, 5.37037
845, 8, 0, 2, 1, 1, 0.999, 145, 5.17857
846, 5, 9, 3, 1, 1, 0.999, 154, 5.31034
847, 5, 0, 3, 1, 1, 0.999, 154, 5.13333
848, 5, 0, 2, 1, 1, 0.999, 154, 4.96774
849, 7, 20, 1, -1, -1, -1, 174, 5.6129
850, 10, 10, 3, 1, 1, 0.999, 10, 5
851, 9, 9, 2, 1, 1, 0.999, 19, 6.33333
852, 5, 9, 0, 1, 1, 0.999, 28, 7
853, 9, 9, 0, 1, 1, 0.999, 37, 7.4
854, 9, 0, 3, 1, 1, 0.999, 37, 6.16667
855, 9, 0, 1, 1, 1, 0.999, 37, 5.28571
856, 10, 9, 2, 1, 1, 0.999, 46, 5.75
857, 10, 0, 2, 1, 1, 0.999, 46, 5.11111
858, 10, 0, 3, 1, 1, 0.999, 46, 4.6
859, 9, 9, 0, 1, 1, 0.999, 55, 5
860, 9, 0, 1, 1, 1, 0.999, 55, 4.58333
861, 10, 9, 1, 1, 1, 0.999, 64, 4.92308
862, 8, 9, 1, 1, 1, 0.999, 73, 5.21429
863, 10, 9, 1, 1, 1, 0.999, 82, 5.46667
864, 12, 9, 0, 1, 1, 0.999, 91, 5.6875
865, 12, 0, 3, 1, 1, 0.999, 91, 5.35294
866, 10, 9, 0, 1, 1, 0.999, 100, 5.55556
867, 10, 0, 0, 1, 1, 0.999, 100, 5.26316
868, 10, 0, 1, 1, 1, 0.999, 100, 5
869, 12, 9, 2, 1, 1, 0.999, 109, 5.19048
870, 5, 9, 1, 1, 1, 0.999, 118, 5.36364
871, 5, 0, 2, 1, 1, 0.999, 118, 5.13043
872, 7, 9, 1, 1, 1, 0.999, 127, 5.29167
873, 7, 0, 1, 1, 1, 0.999, 127, 5.08
874, 7, 0, 0, 1, 1, 0.999, 127, 4.88462
875, 5, 9, 0, 1, 1, 0.999, 136, 5.03704
876, 12, 9, 1, 1, 1, 0.999, 145, 5.17857
877, 12, 0, 0, 1, 1, 0.999, 145, 5
878, 12, 0, 1, 1, 1, 0.999, 145, 4.83333
879, 12, 0, 3, 1, 1, 0.999, 145, 4.67742
880, 10, 9, 1, 1, 1, 0.999, 154, 4.8125
881, 12, 9, 0, 1, 1, 0.999, 163, 4.93939
882, 12, 0, 1, 1, 1, 0.999, 163, 4.79412
883, 12, 0, 2, 1, 1, 0.999, 163, 4.65714
884, 5, 9, 1, 1, 1, 0.999, 172, 4.77778
885, 5, 0, 2, 1, 1, 0.999, 172, 4.64865
886, 7, 9, 0, 1, 1, 0.999, 181, 4.76316
887, 5, 9, 2, 1, 1, 0.999, 190, 4.87179
888, 7, 9, 1, 1, 1, 0.999, 199, 4.975
889, 7, 0, 2, 1, 1, 0.999, 199, 4.85366
890, 7, 0, 0, 1, 1, 0.999, 199, 4.7381
891, 5, 9, 2, 1, 1, 0.999, 208, 4.83721
892, 7, 9, 0, 1, 1, 0.999, 217, 4.93182
893, 5, 9, 0, 1, 1, 0.999, 226, 5.02222
894, 12, 9, 0, 1, 1, 0.999, 235, 5.1087
895, 12, 0, 3, 1, 1, 0.999, 235, 5
896, 10, 9, 3, 1, 1, 0.999, 244, 5.08333
897, 8, 9, 0, 1, 1, 0.999, 253, 5.16327
898, 8, 0, 0, 1, 1, 0.999, 253, 5.06
899, 8, 0, 2, 1, 1, 0.999, 253, 4.96078
900, 5, 9, 3, 1, 1, 0.999, 262, 5.03846
901, 5, 0, 0, 1, 1, 0.999, 262, 4.9434
